timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor),rad_status,insulation_on
4/15/2025 14:37,room,31.6,25,N/A,1,1
4/15/2025 14:47,room,31.4,25.1,N/A,1,1
4/15/2025 14:57,room,31,25.3,N/A,1,1
4/15/2025 15:07,room,31.2,25.2,N/A,1,1
4/15/2025 15:17,room,31.2,25.1,N/A,1,1
4/15/2025 15:27,room,31.3,25.1,N/A,1,1
4/15/2025 15:37,room,31.1,25.2,N/A,1,1
4/15/2025 15:47,room,30.5,25.5,N/A,1,1
4/15/2025 15:57,room,30.8,25.3,N/A,1,1
4/15/2025 16:07,room,30.8,25.2,N/A,1,1
4/15/2025 16:17,room,30.9,25.1,N/A,1,1
4/15/2025 16:27,room,30.7,25.2,N/A,1,1
4/15/2025 16:37,room,30.3,25.4,N/A,1,1
4/15/2025 16:47,room,30.4,25.3,N/A,1,1
4/15/2025 16:57,room,30.4,25.1,N/A,1,1
4/15/2025 17:07,room,30.3,25,N/A,1,1
4/15/2025 17:17,room,29.9,25.2,N/A,1,1
4/15/2025 17:27,room,29.5,25.4,N/A,1,1
4/15/2025 17:37,room,29.5,25.2,N/A,1,1
4/15/2025 17:47,room,29.5,25.1,N/A,1,1
4/15/2025 17:57,room,29.7,25,N/A,1,1
4/15/2025 18:07,room,29.7,25.1,N/A,1,1
4/15/2025 18:17,room,29.2,25.3,N/A,1,1
4/15/2025 18:27,room,29.3,25.2,N/A,1,1
4/15/2025 18:37,room,29.7,25.2,N/A,1,1
4/15/2025 18:47,room,29.9,25.2,N/A,1,1
4/15/2025 18:57,room,29.9,25.2,N/A,1,1
4/15/2025 19:07,room,29.5,25.5,N/A,1,1
4/15/2025 19:17,room,29.9,25.3,N/A,1,1
4/15/2025 19:27,room,30.2,25.2,N/A,1,1
4/15/2025 19:37,room,30.7,25.1,N/A,1,1
4/15/2025 19:47,room,30.9,25.2,N/A,1,1
4/15/2025 19:57,room,30.8,25.4,N/A,1,1
4/15/2025 20:07,room,31.2,25.3,N/A,1,1
4/15/2025 20:17,room,31.2,25.2,N/A,1,1
4/15/2025 20:27,room,31.5,25,N/A,1,1
4/15/2025 20:37,room,31.7,25.1,N/A,1,1
4/15/2025 20:47,room,31.7,25.3,N/A,1,1
4/15/2025 20:57,room,31.8,25.3,N/A,1,1
4/15/2025 21:07,room,32,25.1,N/A,1,1
4/15/2025 21:17,room,32.1,25,N/A,1,1
4/15/2025 21:27,room,32,25.2,N/A,1,1
4/15/2025 21:37,room,31.8,25.2,N/A,1,1
4/15/2025 21:47,room,31.8,25.1,N/A,1,1
4/16/2025 15:25,radiator,4.6,46.5,N/A,0,1
4/16/2025 15:26,radiator,4.4,47.1,N/A,0,1
4/16/2025 15:27,radiator,4.3,47.5,N/A,0,1
4/16/2025 15:45,room,30.9,24.7,N/A,0,1
4/16/2025 15:48,radiator,13.6,33.4,N/A,0,1
4/16/2025 15:55,room,30.9,24.7,N/A,0,1
4/16/2025 15:59,radiator,13.5,33.5,N/A,0,1
4/16/2025 16:00,radiator,1,55.5,N/A,0,1
4/16/2025 16:00,radiator,0.5,56.5,N/A,0,1
4/16/2025 16:01,radiator,0.3,57.2,N/A,0,1
4/16/2025 16:05,room,30.6,24.5,N/A,0,1
4/16/2025 16:05,radiator,0,57.5,N/A,0,1
4/16/2025 16:05,radiator,0,63.8,N/A,0,1
4/16/2025 16:06,radiator,0,64,N/A,0,1
4/16/2025 16:06,radiator,0,64,N/A,0,1
4/16/2025 16:06,radiator,0,64.1,N/A,0,1
4/16/2025 16:07,radiator,0,64.1,N/A,0,1
4/16/2025 16:07,radiator,0,64.1,N/A,0,1
4/16/2025 16:08,radiator,0,64,N/A,0,1
4/16/2025 16:08,radiator,0,63.9,N/A,0,1
4/16/2025 16:09,radiator,0,63.8,N/A,0,1
4/16/2025 16:09,radiator,0,63.6,N/A,0,1
4/16/2025 16:10,radiator,0,63.4,N/A,0,1
4/16/2025 16:11,radiator,0,62.8,N/A,0,1
4/16/2025 16:11,radiator,0,62.6,N/A,0,1
4/16/2025 16:12,radiator,0,61.8,N/A,0,1
4/16/2025 16:13,radiator,0,61.8,N/A,0,1
4/16/2025 16:15,room,30.3,24.7,N/A,0,1
4/16/2025 16:25,room,30.3,24.5,N/A,0,1
4/16/2025 16:35,room,30.4,24.7,N/A,0,1
4/16/2025 16:45,room,30.4,24.6,N/A,0,1
4/16/2025 16:55,room,30.1,24.6,N/A,0,1
4/16/2025 21:04,room,28.3,25,N/A,0,1
4/16/2025 21:05,radiator,0,57.2,N/A,0,1
4/16/2025 21:10,radiator,0,57.3,N/A,0,1
4/16/2025 21:11,radiator,1.6,51.2,N/A,0,1
4/16/2025 21:14,room,27.9,25,N/A,0,1
4/16/2025 21:16,radiator,2.1,50.7,N/A,0,1
4/16/2025 21:17,radiator,4.4,45.2,N/A,0,1
4/16/2025 21:17,radiator,4.7,44.8,N/A,0,1
4/16/2025 21:18,radiator,4.9,44.3,N/A,0,1
4/16/2025 21:19,radiator,5.1,43.8,N/A,0,1
4/16/2025 21:19,radiator,5.7,42.8,N/A,0,1
4/16/2025 21:20,radiator,6.1,42.5,N/A,0,1
4/16/2025 21:20,radiator,6.1,42.2,N/A,0,1
4/16/2025 21:24,room,27.4,25,N/A,0,1
4/16/2025 21:31,radiator,6.3,41.8,N/A,0,1
4/16/2025 21:32,radiator,10.7,34.9,N/A,0,1
4/16/2025 21:32,radiator,10.9,34.6,N/A,0,1
4/16/2025 21:33,radiator,11.1,34.3,N/A,0,1
4/16/2025 21:33,radiator,11.2,34.2,N/A,0,1
4/16/2025 21:34,radiator,11.1,34.3,N/A,0,1
4/16/2025 21:34,room,27.5,25,N/A,0,1
4/16/2025 21:34,radiator,11.3,33.9,N/A,0,1
4/16/2025 21:36,radiator,11.6,33.6,N/A,0,1
4/16/2025 21:41,radiator,8.3,39.5,N/A,0,1
4/16/2025 21:44,room,27.4,24.9,N/A,0,1
4/16/2025 22:34,room,26.6,24.8,N/A,0,1
4/16/2025 22:41,radiator,2.8,48.1,N/A,0,1
4/16/2025 22:44,room,26.3,24.9,N/A,0,1
4/16/2025 22:51,radiator,7.5,39.2,N/A,0,1
4/16/2025 22:54,room,26.2,24.8,N/A,0,1
4/16/2025 23:01,radiator,11.2,33.9,N/A,0,1
4/16/2025 23:04,room,26.2,24.7,N/A,0,1
4/16/2025 23:11,radiator,9.8,36.5,N/A,0,1
4/16/2025 23:14,room,26.1,24.7,N/A,0,1
4/16/2025 23:21,radiator,1.7,50.6,N/A,0,1
4/16/2025 23:24,room,25.9,24.9,N/A,0,1
4/16/2025 23:31,radiator,6.6,40.4,N/A,0,1
4/16/2025 23:34,room,25.9,24.8,N/A,0,1
4/16/2025 23:41,radiator,10.6,34.2,N/A,0,1
4/16/2025 23:44,room,25.9,24.7,N/A,0,1
4/16/2025 23:51,radiator,12.8,31.7,N/A,0,1
4/16/2025 23:54,room,25.9,24.6,N/A,0,1
4/17/2025 0:01,radiator,0.4,53.4,N/A,0,1
4/17/2025 0:04,room,25.6,24.8,N/A,0,1
4/17/2025 0:11,radiator,5.4,42.3,N/A,0,1
4/17/2025 0:14,room,25.6,24.7,N/A,0,1
4/17/2025 0:21,radiator,9.7,35.4,N/A,0,1
4/17/2025 0:24,room,25.6,24.7,N/A,0,1
4/17/2025 0:31,radiator,13,31.2,N/A,0,1
4/17/2025 0:34,room,25.7,24.5,N/A,0,1
4/17/2025 0:41,radiator,0,55.8,N/A,0,1
4/17/2025 0:44,room,25.5,24.7,N/A,0,1
4/17/2025 0:51,radiator,4.2,44.6,N/A,0,1
4/17/2025 0:54,room,25.5,24.7,N/A,0,1
4/17/2025 1:01,radiator,8.900001,36.7,N/A,0,1
4/17/2025 1:04,room,25.6,24.6,N/A,0,1
4/17/2025 1:11,radiator,12.4,32,N/A,0,1
4/17/2025 1:14,room,25.7,24.5,N/A,0,1
4/17/2025 1:22,radiator,0.7,53.8,N/A,0,1
4/17/2025 1:24,room,25.6,24.6,N/A,0,1
4/17/2025 1:32,radiator,3.2,46.8,N/A,0,1
4/17/2025 1:34,room,25.6,24.7,N/A,0,1
