timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor)
2025-04-11 17:12:55,room,36.6,24.0,N/A
2025-04-11 17:13:55,room,36.7,24.0,N/A
2025-04-11 17:14:56,room,36.8,24.0,N/A
2025-04-11 17:15:56,room,36.8,24.0,N/A
2025-04-11 17:16:57,room,36.8,24.0,N/A
2025-04-11 17:17:57,room,36.9,24.0,N/A
2025-04-11 17:18:58,room,37.1,24.0,N/A
2025-04-11 17:19:58,room,37.0,23.9,N/A
2025-04-11 17:20:59,room,37.1,23.9,N/A
2025-04-11 17:22:00,room,37.1,24.0,N/A
2025-04-11 17:23:00,room,37.1,23.9,N/A
2025-04-11 17:24:01,room,37.1,23.9,N/A
2025-04-11 17:25:02,room,37.1,24.0,N/A
2025-04-11 17:26:02,room,37.0,24.0,N/A
2025-04-11 17:26:25,radiator,26.3,30.3,N/A
2025-04-11 17:27:03,room,37.0,23.9,N/A
2025-04-11 17:28:07,radiator,24.2,31.2,N/A
2025-04-11 17:29:21,room,36.5,23.9,N/A
2025-04-11 17:29:41,radiator,24.1,31.2,N/A
2025-04-11 17:30:38,room,36.7,23.9,N/A
2025-04-11 17:31:33,room,36.9,24.0,N/A
