timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor)
2025-04-25 01:13:57,room,35.6,27.2,N/A
2025-04-25 01:14:59,radiator,12.8,40.5,N/A
2025-04-25 01:23:57,room,35.6,27.2,N/A
2025-04-25 01:25:00,radiator,13.1,40.1,N/A
2025-04-25 01:33:58,room,35.5,27.2,N/A
2025-04-25 01:35:00,radiator,13.1,40.1,N/A
2025-04-25 01:43:59,room,35.5,27.2,N/A
2025-04-25 01:45:00,radiator,13.0,40.1,N/A
2025-04-25 01:53:59,room,35.4,27.2,N/A
2025-04-25 01:55:01,radiator,13.2,39.9,N/A
2025-04-25 02:04:00,room,35.4,27.1,N/A
2025-04-25 02:05:02,radiator,13.1,39.9,N/A
2025-04-25 02:14:01,room,35.4,27.1,N/A
2025-04-25 02:15:03,radiator,12.6,40.2,N/A
2025-04-25 02:24:02,room,35.3,27.1,N/A
2025-04-25 02:25:03,radiator,12.4,40.5,N/A
2025-04-25 02:34:02,room,35.3,27.1,N/A
2025-04-25 02:35:03,radiator,12.3,40.6,N/A
2025-04-25 02:44:03,room,35.2,27.1,N/A
2025-04-25 02:45:04,radiator,12.3,40.6,N/A
2025-04-25 02:54:04,room,35.1,27.1,N/A
2025-04-25 02:55:05,radiator,12.2,40.7,N/A
2025-04-25 03:04:05,room,35.1,27.1,N/A
2025-04-25 03:05:06,radiator,12.2,40.6,N/A
2025-04-25 03:14:05,room,35.0,27.1,N/A
2025-04-25 03:15:06,radiator,12.2,40.6,N/A
2025-04-25 03:24:06,room,35.0,27.1,N/A
2025-04-25 03:25:07,radiator,11.9,40.7,N/A
2025-04-25 03:34:06,room,35.0,27.1,N/A
2025-04-25 03:35:08,radiator,12.1,40.6,N/A
2025-04-25 03:44:07,room,34.9,27.1,N/A
2025-04-25 03:45:09,radiator,12.0,40.7,N/A
2025-04-25 03:54:08,room,34.9,27.1,N/A
2025-04-25 03:55:09,radiator,11.9,40.7,N/A
2025-04-25 04:04:09,room,34.8,27.1,N/A
2025-04-25 04:05:10,radiator,11.8,40.7,N/A
2025-04-25 04:14:09,room,34.8,27.0,N/A
2025-04-25 04:15:11,radiator,11.9,40.7,N/A
2025-04-25 04:24:10,room,34.7,27.0,N/A
2025-04-25 04:25:11,radiator,11.9,40.6,N/A
2025-04-25 04:34:11,room,34.7,27.0,N/A
2025-04-25 04:35:12,radiator,12.0,40.6,N/A
2025-04-25 04:44:11,room,34.6,27.0,N/A
2025-04-25 04:45:13,radiator,12.2,40.5,N/A
2025-04-25 04:54:12,room,34.6,27.0,N/A
2025-04-25 04:55:13,radiator,12.8,39.9,N/A
2025-04-25 05:04:12,room,34.6,27.0,N/A
2025-04-25 05:05:14,radiator,12.8,40.0,N/A
2025-04-25 05:14:13,room,34.6,27.0,N/A
2025-04-25 05:15:15,radiator,12.9,39.9,N/A
2025-04-25 05:24:14,room,34.6,27.0,N/A
2025-04-25 05:25:15,radiator,12.8,40.2,N/A
2025-04-25 05:34:14,room,34.6,27.0,N/A
2025-04-25 05:35:16,radiator,12.7,40.4,N/A
2025-04-25 05:44:15,room,34.7,27.0,N/A
2025-04-25 05:45:17,radiator,13.0,40.3,N/A
2025-04-25 05:54:16,room,34.7,27.0,N/A
2025-04-25 05:55:18,radiator,13.1,40.5,N/A
2025-04-25 06:04:17,room,34.7,27.0,N/A
2025-04-25 06:05:18,radiator,13.3,40.6,N/A
2025-04-25 06:14:17,room,34.9,27.0,N/A
2025-04-25 06:15:19,radiator,13.4,40.6,N/A
2025-04-25 06:24:18,room,35.0,27.0,N/A
2025-04-25 06:25:19,radiator,13.6,40.6,N/A
2025-04-25 06:34:19,room,35.1,27.0,N/A
2025-04-25 06:35:19,radiator,13.7,40.5,N/A
2025-04-25 06:44:19,room,35.2,27.0,N/A
2025-04-25 06:45:20,radiator,14.0,40.5,N/A
2025-04-25 06:54:20,room,35.3,27.0,N/A
2025-04-25 06:55:21,radiator,14.2,40.5,N/A
2025-04-25 07:04:21,room,35.5,27.0,N/A
2025-04-25 07:05:22,radiator,14.4,40.5,N/A
2025-04-25 07:14:21,room,35.7,27.0,N/A
2025-04-25 07:15:22,radiator,14.5,40.5,N/A
2025-04-25 07:24:22,room,35.9,27.0,N/A
2025-04-25 07:25:23,radiator,14.6,40.5,N/A
2025-04-25 07:34:23,room,36.1,27.0,N/A
2025-04-25 07:35:24,radiator,14.7,40.5,N/A
2025-04-25 07:44:23,room,36.3,27.0,N/A
2025-04-25 07:45:24,radiator,15.0,40.4,N/A
2025-04-25 07:54:24,room,36.5,27.0,N/A
2025-04-25 07:55:25,radiator,15.0,40.4,N/A
