timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor)
2025-04-15 14:37:31,room,31.6,25.0,N/A
2025-04-15 14:47:32,room,31.4,25.1,N/A
2025-04-15 14:57:32,room,31.0,25.3,N/A
2025-04-15 15:07:33,room,31.2,25.2,N/A
2025-04-15 15:17:34,room,31.2,25.1,N/A
2025-04-15 15:27:34,room,31.3,25.1,N/A
2025-04-15 15:37:35,room,31.1,25.2,N/A
2025-04-15 15:47:36,room,30.5,25.5,N/A
2025-04-15 15:57:37,room,30.8,25.3,N/A
2025-04-15 16:07:37,room,30.8,25.2,N/A
2025-04-15 16:17:38,room,30.9,25.1,N/A
2025-04-15 16:27:38,room,30.7,25.2,N/A
2025-04-15 16:37:39,room,30.3,25.4,N/A
2025-04-15 16:47:40,room,30.4,25.3,N/A
2025-04-15 16:57:40,room,30.4,25.1,N/A
2025-04-15 17:07:41,room,30.3,25.0,N/A
2025-04-15 17:17:42,room,29.9,25.2,N/A
2025-04-15 17:27:42,room,29.5,25.4,N/A
2025-04-15 17:37:43,room,29.5,25.2,N/A
2025-04-15 17:47:44,room,29.5,25.1,N/A
2025-04-15 17:57:45,room,29.7,25.0,N/A
2025-04-15 18:07:45,room,29.7,25.1,N/A
2025-04-15 18:17:46,room,29.2,25.3,N/A
2025-04-15 18:27:47,room,29.3,25.2,N/A
2025-04-15 18:37:47,room,29.7,25.2,N/A
2025-04-15 18:47:48,room,29.9,25.2,N/A
2025-04-15 18:57:48,room,29.9,25.2,N/A
2025-04-15 19:07:49,room,29.5,25.5,N/A
2025-04-15 19:17:50,room,29.9,25.3,N/A
2025-04-15 19:27:50,room,30.2,25.2,N/A
2025-04-15 19:37:51,room,30.7,25.1,N/A
2025-04-15 19:47:52,room,30.9,25.2,N/A
2025-04-15 19:57:52,room,30.8,25.4,N/A
2025-04-15 20:07:53,room,31.2,25.3,N/A
2025-04-15 20:17:53,room,31.2,25.2,N/A
2025-04-15 20:27:54,room,31.5,25.0,N/A
2025-04-15 20:37:54,room,31.7,25.1,N/A
2025-04-15 20:47:55,room,31.7,25.3,N/A
2025-04-15 20:57:55,room,31.8,25.3,N/A
2025-04-15 21:07:56,room,32.0,25.1,N/A
2025-04-15 21:17:57,room,32.1,25.0,N/A
2025-04-15 21:27:57,room,32.0,25.2,N/A
2025-04-15 21:37:58,room,31.8,25.2,N/A
2025-04-15 21:47:59,room,31.8,25.1,N/A
