timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor)
2025-04-11 14:41:18,room,33.8,22.6,N/A
2025-04-11 14:43:42,radiator,50.3,15.2,N/A
2025-04-11 14:47:09,room,35.7,22.7,N/A
2025-04-11 14:49:04,room,35.5,22.7,N/A
2025-04-11 14:49:36,room,38.6,22.4,N/A
2025-04-11 14:50:32,room,39.0,22.5,N/A
2025-04-11 14:51:12,radiator,31.4,27.2,N/A
2025-04-11 14:51:33,room,35.7,23.0,N/A
2025-04-11 14:52:13,radiator,31.2,27.2,N/A
2025-04-11 14:52:33,room,35.1,23.3,N/A
2025-04-11 14:52:56,radiator,32.6,25.6,N/A
2025-04-11 14:53:34,room,34.6,23.6,N/A
2025-04-11 14:53:51,radiator,32.4,25.5,N/A
2025-04-11 14:54:35,room,34.2,24.0,N/A
2025-04-11 14:54:52,radiator,30.3,28.0,N/A
2025-04-11 14:55:35,room,33.7,24.3,N/A
2025-04-11 14:55:52,radiator,24.6,32.9,N/A
2025-04-11 14:56:36,room,33.3,24.7,N/A
2025-04-11 14:56:53,radiator,16.9,36.2,N/A
2025-04-11 14:57:36,room,32.8,25.0,N/A
2025-04-11 14:57:54,radiator,14.9,38.2,N/A
2025-04-11 14:58:37,room,32.5,25.3,N/A
2025-04-11 14:58:54,radiator,13.5,39.7,N/A
2025-04-11 14:59:38,room,32.2,25.5,N/A
2025-04-11 14:59:55,radiator,12.5,40.6,N/A
2025-04-11 15:00:38,room,32.0,25.7,N/A
2025-04-11 15:00:56,radiator,11.7,41.4,N/A
2025-04-11 15:01:39,room,31.7,25.9,N/A
2025-04-11 15:01:56,radiator,11.4,41.9,N/A
2025-04-11 15:02:39,room,31.6,26.0,N/A
2025-04-11 15:02:57,radiator,10.6,42.4,N/A
2025-04-11 15:03:40,room,31.4,26.2,N/A
2025-04-11 15:03:58,radiator,10.6,42.6,N/A
2025-04-11 15:04:40,room,31.4,26.2,N/A
2025-04-11 15:04:58,radiator,10.6,42.7,N/A
2025-04-11 15:05:41,room,31.4,26.2,N/A
2025-04-11 15:05:59,radiator,10.4,43.0,N/A
2025-04-11 15:06:42,room,31.5,26.2,N/A
2025-04-11 15:06:59,radiator,10.3,43.2,N/A
2025-04-11 15:07:42,room,31.5,26.4,N/A
2025-04-11 15:08:00,radiator,9.900001,43.7,N/A
2025-04-11 15:08:43,room,31.4,26.5,N/A
2025-04-11 15:09:01,radiator,9.6,44.3,N/A
2025-04-11 15:09:44,room,31.3,26.6,N/A
2025-04-11 15:10:01,radiator,9.0,45.2,N/A
2025-04-11 15:10:44,room,31.4,26.7,N/A
2025-04-11 15:11:02,radiator,9.1,45.6,N/A
