timestamp,sensor_id,humidity,temperature (sensor reading),temperature (outdoor)
2025-04-24 20:13:37,room,37.9,27.4,N/A
2025-04-24 20:14:39,radiator,11.8,43.3,N/A
2025-04-24 20:23:37,room,37.7,27.4,N/A
2025-04-24 20:24:40,radiator,12.2,42.8,N/A
2025-04-24 20:33:38,room,37.8,27.3,N/A
2025-04-24 20:34:40,radiator,12.3,42.6,N/A
2025-04-24 20:43:39,room,37.7,27.3,N/A
2025-04-24 20:44:41,radiator,12.4,42.3,N/A
2025-04-24 20:53:40,room,37.6,27.3,N/A
2025-04-24 20:54:42,radiator,12.8,41.9,N/A
2025-04-24 21:03:40,room,37.5,27.3,N/A
2025-04-24 21:04:43,radiator,13.0,41.6,N/A
2025-04-24 21:13:41,room,37.5,27.3,N/A
2025-04-24 21:14:43,radiator,13.1,41.5,N/A
2025-04-24 21:23:41,room,37.4,27.3,N/A
2025-04-24 21:24:44,radiator,13.2,41.4,N/A
2025-04-24 21:33:42,room,37.3,27.3,N/A
2025-04-24 21:34:45,radiator,13.3,41.1,N/A
2025-04-24 21:43:43,room,37.2,27.3,N/A
2025-04-24 21:44:45,radiator,13.3,41.1,N/A
2025-04-24 21:53:43,room,37.2,27.3,N/A
2025-04-24 21:54:46,radiator,13.3,40.9,N/A
2025-04-24 22:03:44,room,37.0,27.3,N/A
2025-04-24 22:04:47,radiator,13.4,40.8,N/A
2025-04-24 22:13:45,room,37.0,27.3,N/A
2025-04-24 22:14:47,radiator,13.4,40.8,N/A
2025-04-24 22:23:45,room,36.8,27.3,N/A
2025-04-24 22:24:48,radiator,13.3,40.8,N/A
